company,company_label,country_scope,month,quarter,export_value_usd,export_value_krw,export_weight_kg
"samyang","삼양식품","us","2024-07","2024-Q3","21685750","30014703354","4382600.14"
"samyang","삼양식품","us","2024-08","2024-Q3","23975819","32698216997","4928868.13"
"samyang","삼양식품","us","2024-09","2024-Q3","22695731","30274611385","4483008.36"
"samyang","삼양식품","us","2024-10","2024-Q4","22197219","29876373411","4430645.24"
"samyang","삼양식품","us","2024-11","2024-Q4","22524179","31305912233","4580634.57"
"samyang","삼양식품","us","2024-12","2024-Q4","23465152","33334925346","4741093.27"
"samyang","삼양식품","us","2025-01","2025-Q1","21030766","30736769223","4259142.11"
"samyang","삼양식품","us","2025-02","2025-Q1","25083710","36251218676","5216505"
"samyang","삼양식품","us","2025-03","2025-Q1","27360760","39667361698","5481669.58"
"samyang","삼양식품","us","2025-04","2025-Q2","30534075","44347725683","6081205.14"
"samyang","삼양식품","us","2025-05","2025-Q2","28396296","39979339889","5827636.49"
"samyang","삼양식품","us","2025-06","2025-Q2","34201895","46825737256","6706007.76"
"samyang","삼양식품","us","2025-07","2025-Q3","17717254","24289868649","3673745"
"samyang","삼양식품","us","2025-08","2025-Q3","20919475","29014989432","4425611.8"
"samyang","삼양식품","us","2025-09","2025-Q3","25799276","35871865203","5441397.68"
"samyang","삼양식품","us","2025-10","2025-Q4","22567281","31897201408","4805003.42"
"samyang","삼양식품","us","2025-11","2025-Q4","20530957","29720736524","4674240.36"
"samyang","삼양식품","us","2025-12","2025-Q4","28061020","41294258550","6074258.01"
"samyang","삼양식품","us","2026-01","2026-Q1","25949740","37744945156","5613055.73"
"samyang","삼양식품","us","2026-02","2026-Q1","30270098","43826413703","6521265.16"
"samyang","삼양식품","us","2026-03","2026-Q1","34476925","50748279612","7499171.76"
"samyang","삼양식품","us","2026-04","2026-Q2","49588693","73994334170","10574788.22"
"samyang","삼양식품","us","2026-05","2026-Q2","27528756","40520267869","5356923.304"
"tnl","티앤엘","total","1996-02","1996-Q1","36917","28643892","4091"
"tnl","티앤엘","total","1996-05","1996-Q2","58196","45158146","6016"
"tnl","티앤엘","total","1996-06","1996-Q2","41140","32487023","2973"
"tnl","티앤엘","total","1996-07","1996-Q3","17000","13776800","2200"
"tnl","티앤엘","total","1996-08","1996-Q3","7266","5892217","450"
"tnl","티앤엘","total","1996-09","1996-Q3","9600","7830720","1364"
"tnl","티앤엘","total","1996-11","1996-Q4","35280","29060841","3545"
"tnl","티앤엘","total","1996-12","1996-Q4","2625","2190168","186"
"tnl","티앤엘","total","1997-02","1997-Q1","39600","34333991","3285"
"tnl","티앤엘","total","1997-06","1997-Q2","17170","15198670","1818"
"tnl","티앤엘","total","1997-08","1997-Q3","45116","40176388","6727"
"tnl","티앤엘","total","1997-09","1997-Q3","1200","1087884","135"
"tnl","티앤엘","total","1997-11","1997-Q4","2030","1920928","33"
"tnl","티앤엘","total","1998-01","1998-Q1","4800","7755936","320"
"tnl","티앤엘","total","1998-02","1998-Q1","45120","68865753","6789"
"tnl","티앤엘","total","1998-03","1998-Q1","34293","47239395","4436"
"tnl","티앤엘","total","1998-04","1998-Q2","31006","42484303","974"
"tnl","티앤엘","total","1998-05","1998-Q2","1715","2383521","84"
"tnl","티앤엘","total","1998-06","1998-Q2","25080","34508575","878"
"tnl","티앤엘","total","1998-08","1998-Q3","62420","82135357","7470"
"tnl","티앤엘","total","1998-09","1998-Q3","8975","12004946","222"
"tnl","티앤엘","total","1998-10","1998-Q4","10253","13955588","349"
"tnl","티앤엘","total","1998-11","1998-Q4","3800","4926814","131"
"tnl","티앤엘","total","1998-12","1998-Q4","1943","2315613","170"
"tnl","티앤엘","total","1999-01","1999-Q1","43892","51054947","6619"
"tnl","티앤엘","total","1999-02","1999-Q1","2850","3331450","100"
"tnl","티앤엘","total","1999-03","1999-Q1","65726","79297566","7788"
"tnl","티앤엘","total","1999-04","1999-Q2","2280","2750432","86"
"tnl","티앤엘","total","1999-07","1999-Q3","6080","7204070","180"
"tnl","티앤엘","total","1999-08","1999-Q3","44913","53475533","7464"
"tnl","티앤엘","total","1999-09","1999-Q3","34077","40062756","909"
"tnl","티앤엘","total","1999-10","1999-Q4","39080","46684819","941"
"tnl","티앤엘","total","1999-11","1999-Q4","103162","120402256","1759"
"tnl","티앤엘","total","1999-12","1999-Q4","47432","54256443","5992"
"tnl","티앤엘","total","2000-01","2000-Q1","17194","19267700","1513"
"tnl","티앤엘","total","2000-02","2000-Q1","27000","30109050","655"
"tnl","티앤엘","total","2000-03","2000-Q1","10260","11532650","396"
"tnl","티앤엘","total","2000-04","2000-Q2","53232","58538165","6092"
"tnl","티앤엘","total","2000-05","2000-Q2","36840","40684543","3970"
"tnl","티앤엘","total","2000-06","2000-Q2","1800","2018142","120"
"tnl","티앤엘","total","2000-07","2000-Q3","9966","11021830","255"
"tnl","티앤엘","total","2000-08","2000-Q3","79508","87738231","3952"
"tnl","티앤엘","total","2000-10","2000-Q4","40860","45388800","4900"
"tnl","티앤엘","total","2000-12","2000-Q4","22409","26869480","1970"
"tnl","티앤엘","total","2001-01","2001-Q1","6000","7572420","300"
"tnl","티앤엘","total","2001-03","2001-Q1","7523","9674845","808"
"tnl","티앤엘","total","2001-04","2001-Q2","144636","188184570","11730"
"tnl","티앤엘","total","2001-05","2001-Q2","2609","3394934","140"
"tnl","티앤엘","total","2001-06","2001-Q2","25440","32492731","1670"
"tnl","티앤엘","total","2001-07","2001-Q3","41421","53438048","3220"
"tnl","티앤엘","total","2001-08","2001-Q3","58946","74989660","4780"
"tnl","티앤엘","total","2001-09","2001-Q3","12413","15803612","613"
"tnl","티앤엘","total","2001-10","2001-Q4","21392","27738506","975"
"tnl","티앤엘","total","2001-11","2001-Q4","97355","124952711","10820"
"tnl","티앤엘","total","2001-12","2001-Q4","65550","84765090","7501"
"tnl","티앤엘","total","2002-01","2002-Q1","25761","33589717","1900"
"tnl","티앤엘","total","2002-02","2002-Q1","4800","6265296","240"
"tnl","티앤엘","total","2002-03","2002-Q1","88787","116218993","8480"
"tnl","티앤엘","total","2002-04","2002-Q2","65520","86134501","4510"
"tnl","티앤엘","total","2002-05","2002-Q2","118113","149381382","2977"
"tnl","티앤엘","total","2002-06","2002-Q2","85972","104815232","3647"
"tnl","티앤엘","total","2002-07","2002-Q3","8836","10283945","2040"
"tnl","티앤엘","total","2002-08","2002-Q3","34741","41178019","2543"
"tnl","티앤엘","total","2002-09","2002-Q3","40160","47950713","4530"
"tnl","티앤엘","total","2002-10","2002-Q4","56650","69756870","3615"
"tnl","티앤엘","total","2002-11","2002-Q4","119745","145074421","21659"
"tnl","티앤엘","total","2002-12","2002-Q4","188974","226100657","52271.2"
"tnl","티앤엘","total","2003-01","2003-Q1","222475","260446919","54128"
"tnl","티앤엘","total","2003-02","2003-Q1","119297","141376801","12252"
"tnl","티앤엘","total","2003-03","2003-Q1","73872","91373015","7428"
"tnl","티앤엘","total","2003-04","2003-Q2","153456","186478659","30759"
"tnl","티앤엘","total","2003-05","2003-Q2","101104","120973470","13002"
"tnl","티앤엘","total","2003-06","2003-Q2","25903","30619795","2764"
"tnl","티앤엘","total","2003-07","2003-Q3","146018","171273230","34843"
"tnl","티앤엘","total","2003-08","2003-Q3","146908","171901073","27615.1"
"tnl","티앤엘","total","2003-09","2003-Q3","169579","197106728","22921.1"
"tnl","티앤엘","total","2003-10","2003-Q4","113879","130770609","18649.8"
"tnl","티앤엘","total","2003-11","2003-Q4","177182","207019617","29469"
"tnl","티앤엘","total","2003-12","2003-Q4","311112","366736669","39282.7"
"tnl","티앤엘","total","2004-01","2004-Q1","84775","99821501","8888.9"
"tnl","티앤엘","total","2004-02","2004-Q1","135623","156654026","21664.3"
"tnl","티앤엘","total","2004-03","2004-Q1","345526","400053739","65700"
"tnl","티앤엘","total","2004-04","2004-Q2","185634","210753969","27417.4"
"tnl","티앤엘","total","2004-05","2004-Q2","269735","314555993","56673.8"
"tnl","티앤엘","total","2004-06","2004-Q2","205782","237539246","34507"
"tnl","티앤엘","total","2004-07","2004-Q3","217380","248278243","54501.4"
"tnl","티앤엘","total","2004-08","2004-Q3","89084","102510710","20248"
"tnl","티앤엘","total","2004-09","2004-Q3","124419","141941920","24738"
"tnl","티앤엘","total","2004-10","2004-Q4","65944","74913303","8811"
"tnl","티앤엘","total","2004-11","2004-Q4","207659","228631095","27540"
"tnl","티앤엘","total","2004-12","2004-Q4","133345","138750005","25764"
"tnl","티앤엘","total","2005-01","2005-Q1","105606","108999220","21250"
"tnl","티앤엘","total","2005-02","2005-Q1","95492","97576685","27094"
"tnl","티앤엘","total","2005-03","2005-Q1","184148","184013684","23789"
"tnl","티앤엘","total","2005-04","2005-Q2","175904","176608472","32816"
"tnl","티앤엘","total","2005-05","2005-Q2","123153","122345858","19020"
"tnl","티앤엘","total","2005-06","2005-Q2","174198","173623296","39440"
"tnl","티앤엘","total","2005-07","2005-Q3","324853","333742938","52520"
"tnl","티앤엘","total","2005-08","2005-Q3","92554","93444856","7111"
"tnl","티앤엘","total","2005-09","2005-Q3","75789","77017432","3096.8"
"tnl","티앤엘","total","2005-10","2005-Q4","468827","483585756","12661.1"
"tnl","티앤엘","total","2005-11","2005-Q4","162599","167514571","24633"
"tnl","티앤엘","total","2005-12","2005-Q4","160659","164629276","5889"
"tnl","티앤엘","total","2006-01","2006-Q1","100565","99313817","3260.3"
"tnl","티앤엘","total","2006-02","2006-Q1","57382","55194039","2768"
"tnl","티앤엘","total","2006-03","2006-Q1","71778","68992442","5084.2"
"tnl","티앤엘","total","2006-04","2006-Q2","42131","39843089","1990"
"tnl","티앤엘","total","2006-05","2006-Q2","113253","104977196","26199.7"
"tnl","티앤엘","total","2006-06","2006-Q2","127235","119790186","17810"
"tnl","티앤엘","total","2006-07","2006-Q3","126966","119036095","17171"
"tnl","티앤엘","total","2006-08","2006-Q3","69434","66192737","15787"
"tnl","티앤엘","total","2006-09","2006-Q3","285737","271102252","17024.6"
"tnl","티앤엘","total","2006-10","2006-Q4","104372","98255768","8111.2"
"tnl","티앤엘","total","2006-11","2006-Q4","180762","169477275","13364.2"
"tnl","티앤엘","total","2006-12","2006-Q4","315619","289126829","28795.4"
"tnl","티앤엘","total","2007-01","2007-Q1","290856","268732846","26154"
"tnl","티앤엘","total","2007-02","2007-Q1","97945","90928170","4165"
"tnl","티앤엘","total","2007-03","2007-Q1","87334","81643205","6113.4"
"tnl","티앤엘","total","2007-04","2007-Q2","82977","76864534","9325.2"
"tnl","티앤엘","total","2007-05","2007-Q2","120300","110313632","5817"
"tnl","티앤엘","total","2007-06","2007-Q2","100709","92520868","3219.2"
"tnl","티앤엘","total","2007-07","2007-Q3","217218","198061096","19223.4"
"tnl","티앤엘","total","2007-08","2007-Q3","205541","189491033","13737.5"
"tnl","티앤엘","total","2007-09","2007-Q3","271705","251679736","15502.4"
"tnl","티앤엘","total","2007-10","2007-Q4","263052","238952975","8377.5"
"tnl","티앤엘","total","2007-11","2007-Q4","301604","271106036","6994"
"tnl","티앤엘","total","2007-12","2007-Q4","87403","80612416","2398.5"
"tnl","티앤엘","total","2008-01","2008-Q1","302919","282930992","28859.8"
"tnl","티앤엘","total","2008-02","2008-Q1","115540","108139933","7015.5"
"tnl","티앤엘","total","2008-03","2008-Q1","32419","31454666","2252"
"tnl","티앤엘","total","2008-04","2008-Q2","203062","198790208","8061.2"
"tnl","티앤엘","total","2008-05","2008-Q2","395678","399794974","31115.4"
"tnl","티앤엘","total","2008-06","2008-Q2","96544","98989992","2989"
"tnl","티앤엘","total","2008-07","2008-Q3","214297","215816307","7663.2"
"tnl","티앤엘","total","2008-08","2008-Q3","50227","52001428","271.5"
"tnl","티앤엘","total","2008-09","2008-Q3","532555","589014061","27855.5"
"tnl","티앤엘","total","2008-10","2008-Q4","106446","132985919","4388"
"tnl","티앤엘","total","2008-11","2008-Q4","220984","312837430","2274"
"tnl","티앤엘","total","2008-12","2008-Q4","617736","834763464","56179.5"
"tnl","티앤엘","total","2009-01","2009-Q1","407719","533518851","17996.5"
"tnl","티앤엘","total","2009-02","2009-Q1","452866","621489594","50605"
"tnl","티앤엘","total","2009-03","2009-Q1","404613","606645124","31825"
"tnl","티앤엘","total","2009-04","2009-Q2","431413","573793370","36047"
"tnl","티앤엘","total","2009-05","2009-Q2","720879","915309216","31614.9"
"tnl","티앤엘","total","2009-06","2009-Q2","454359","565904806","10328"
"tnl","티앤엘","total","2009-07","2009-Q3","673310","852844142","35182"
"tnl","티앤엘","total","2009-08","2009-Q3","191532","234627250","8415"
"tnl","티앤엘","total","2009-09","2009-Q3","142628","173966521","3817"
"tnl","티앤엘","total","2009-10","2009-Q4","660281","768842885","52040.7"
"tnl","티앤엘","total","2009-11","2009-Q4","691561","794869974","37093"
"tnl","티앤엘","total","2009-12","2009-Q4","212379","245257851","23635"
"tnl","티앤엘","total","2010-01","2010-Q1","436820","492034365","26438"
"tnl","티앤엘","total","2010-02","2010-Q1","393265","448970905","14606"
"tnl","티앤엘","total","2010-03","2010-Q1","371530","420605596","16006.1"
"tnl","티앤엘","total","2010-04","2010-Q2","644768","717690368","20616.8"
"tnl","티앤엘","total","2010-05","2010-Q2","945403","1072129206","29310.6"
"tnl","티앤엘","total","2010-06","2010-Q2","322326","385833113","5509.6"
"tnl","티앤엘","total","2010-07","2010-Q3","567796","679737321","18487.1"
"tnl","티앤엘","total","2010-08","2010-Q3","504955","588034182","20765.5"
"tnl","티앤엘","total","2010-09","2010-Q3","1032994","1206875182","19677"
"tnl","티앤엘","total","2010-10","2010-Q4","1527456","1725226286","76649.3"
"tnl","티앤엘","total","2010-11","2010-Q4","113919","126726997","2673.4"
"tnl","티앤엘","total","2010-12","2010-Q4","1238693","1411072134","41578.9"
"tnl","티앤엘","total","2011-01","2011-Q1","490590","549718906","20606.5"
"tnl","티앤엘","total","2011-02","2011-Q1","302187","334617567","24441.2"
"tnl","티앤엘","total","2011-03","2011-Q1","998909","1110606653","43361.5"
"tnl","티앤엘","total","2011-04","2011-Q2","902800","974792197","33166.1"
"tnl","티앤엘","total","2011-05","2011-Q2","821084","879827521","38366.6"
"tnl","티앤엘","total","2011-06","2011-Q2","3628858","3888718636","31007.1"
"tnl","티앤엘","total","2011-07","2011-Q3","443130","468158309","19062.5"
"tnl","티앤엘","total","2011-08","2011-Q3","389078","412789222","30610.4"
"tnl","티앤엘","total","2011-09","2011-Q3","819449","891584672","47075.5"
"tnl","티앤엘","total","2011-10","2011-Q4","317461","371030769","19795.6"
"tnl","티앤엘","total","2011-11","2011-Q4","1822812","2056102269","64876"
"tnl","티앤엘","total","2011-12","2011-Q4","1089663","1243400052","56151"
"tnl","티앤엘","total","2012-01","2012-Q1","366893","419883733","17522.1"
"tnl","티앤엘","total","2012-02","2012-Q1","849617","946119996","44443.4"
"tnl","티앤엘","total","2012-03","2012-Q1","737045","818120875","31334"
"tnl","티앤엘","total","2012-04","2012-Q2","1329067","1496409323","25032.8"
"tnl","티앤엘","total","2012-05","2012-Q2","1721900","1941339156","51244"
"tnl","티앤엘","total","2012-06","2012-Q2","378328","439898165","16974.1"
"tnl","티앤엘","total","2012-07","2012-Q3","1442620","1647975148","36634.5"
"tnl","티앤엘","total","2012-08","2012-Q3","381462","426988732","21424"
"tnl","티앤엘","total","2012-09","2012-Q3","1685004","1885040198","71873.2"
"tnl","티앤엘","total","2012-10","2012-Q4","900828","986431199","39334.2"
"tnl","티앤엘","total","2012-11","2012-Q4","3323763","3574429404","42121"
"tnl","티앤엘","total","2012-12","2012-Q4","4374392","4657202306","63844"
"tnl","티앤엘","total","2013-01","2013-Q1","1092534","1149756803","45365.3"
"tnl","티앤엘","total","2013-02","2013-Q1","1992726","2145931257","85951.3"
"tnl","티앤엘","total","2013-03","2013-Q1","1218752","1324042505","55368.4"
"tnl","티앤엘","total","2013-04","2013-Q2","1203242","1342802208","46093.4"
"tnl","티앤엘","total","2013-05","2013-Q2","1167504","1284229497","66326.6"
"tnl","티앤엘","total","2013-06","2013-Q2","1728985","1935957756","60114.8"
"tnl","티앤엘","total","2013-07","2013-Q3","342785","385370049","14347.3"
"tnl","티앤엘","total","2013-08","2013-Q3","594923","657886354","44074.6"
"tnl","티앤엘","total","2013-09","2013-Q3","677549","738609007","32815.1"
"tnl","티앤엘","total","2013-10","2013-Q4","5747653","6083785455","54418.3"
"tnl","티앤엘","total","2013-11","2013-Q4","1527307","1611065326","53405"
"tnl","티앤엘","total","2013-12","2013-Q4","2532015","2643032828","45363.7"
"tnl","티앤엘","total","2014-01","2014-Q1","1241315","1308032608","52444.7"
"tnl","티앤엘","total","2014-02","2014-Q1","647770","686604105","29937.4"
"tnl","티앤엘","total","2014-03","2014-Q1","1413704","1498065643","72321.9"
"tnl","티앤엘","total","2014-04","2014-Q2","567941","596247830","38220.1"
"tnl","티앤엘","total","2014-05","2014-Q2","1111628","1128630788","46994.1"
"tnl","티앤엘","total","2014-06","2014-Q2","977705","988078581","70662.2"
"tnl","티앤엘","total","2014-07","2014-Q3","1799791","1814433182","68407.6"
"tnl","티앤엘","total","2014-08","2014-Q3","966747","984055509","55355.5"
"tnl","티앤엘","total","2014-09","2014-Q3","1011179","1030991411","39944.8"
"tnl","티앤엘","total","2014-10","2014-Q4","1512855","1586491750","78205.6"
"tnl","티앤엘","total","2014-11","2014-Q4","4376608","4603867601","69661.4"
"tnl","티앤엘","total","2014-12","2014-Q4","5660678","6214322665","100317.8"
"tnl","티앤엘","total","2015-01","2015-Q1","1559117","1677220883","131133.5"
"tnl","티앤엘","total","2015-02","2015-Q1","937925","1017795341","47853.6"
"tnl","티앤엘","total","2015-03","2015-Q1","1610569","1788169343","58195.2"
"tnl","티앤엘","total","2015-04","2015-Q2","1599597","1730066453","61927.3"
"tnl","티앤엘","total","2015-05","2015-Q2","1312248","1413683063","50097.3"
"tnl","티앤엘","total","2015-06","2015-Q2","1470514","1618836771","58019.1"
"tnl","티앤엘","total","2015-07","2015-Q3","1564546","1765043415","46565.2"
"tnl","티앤엘","total","2015-08","2015-Q3","1478874","1726116064","35066.7"
"tnl","티앤엘","total","2015-09","2015-Q3","5599686","6544952503","91445.6"
"tnl","티앤엘","total","2015-10","2015-Q4","1910184","2190020306","77814.2"
"tnl","티앤엘","total","2015-11","2015-Q4","2962021","3376922085","120860.5"
"tnl","티앤엘","total","2015-12","2015-Q4","2814124","3280955834","61400.6"
"tnl","티앤엘","total","2016-01","2016-Q1","1907904","2270206457","67962.4"
"tnl","티앤엘","total","2016-02","2016-Q1","1161761","1384695680","33236.1"
"tnl","티앤엘","total","2016-03","2016-Q1","2769264","3332473999","127210.1"
"tnl","티앤엘","total","2016-04","2016-Q2","1543635","1753913145","79662.6"
"tnl","티앤엘","total","2016-05","2016-Q2","2133404","2449814837","88249.3"
"tnl","티앤엘","total","2016-06","2016-Q2","2333622","2703743873","183043.86"
"tnl","티앤엘","total","2016-07","2016-Q3","996996","1144316622","58403.95"
"tnl","티앤엘","total","2016-08","2016-Q3","1707325","1880733220","87255.35"
"tnl","티앤엘","total","2016-09","2016-Q3","575733","633450192","29765.72"
"tnl","티앤엘","total","2016-10","2016-Q4","1689580","1874799245","78408.33"
"tnl","티앤엘","total","2016-11","2016-Q4","1259521","1446320213","53586.44"
"tnl","티앤엘","total","2016-12","2016-Q4","1069403","1249007359","56716.05"
"tnl","티앤엘","total","2017-01","2017-Q1","1244611","1467066030","52066.68"
"tnl","티앤엘","total","2017-02","2017-Q1","2817539","3205679893","76049.96"
"tnl","티앤엘","total","2017-03","2017-Q1","3074742","3452416951","123220.46"
"tnl","티앤엘","total","2017-04","2017-Q2","2424453","2719153708","93280.726"
"tnl","티앤엘","total","2017-05","2017-Q2","790084","880873975","46211"
"tnl","티앤엘","total","2017-06","2017-Q2","2377903","2657190687","73078.16"
"tnl","티앤엘","total","2017-07","2017-Q3","2478046","2790721971","73938.41"
"tnl","티앤엘","total","2017-08","2017-Q3","2486544","2779410120","54732.07"
"tnl","티앤엘","total","2017-09","2017-Q3","1644674","1840103997","44025.65"
"tnl","티앤엘","total","2017-10","2017-Q4","2471097","2782724925","72632.79"
"tnl","티앤엘","total","2017-11","2017-Q4","2192940","2421066966","56890.33"
"tnl","티앤엘","total","2017-12","2017-Q4","2782580","2999042047","123045.522"
"tnl","티앤엘","total","2018-01","2018-Q1","782434","828577444","25855.5"
"tnl","티앤엘","total","2018-02","2018-Q1","1578069","1694805888","40415.41"
"tnl","티앤엘","total","2018-03","2018-Q1","2288519","2425887156","84938.41"
"tnl","티앤엘","total","2018-04","2018-Q2","1545318","1634535478","71789.18"
"tnl","티앤엘","total","2018-05","2018-Q2","3260518","3475680600","98864.72"
"tnl","티앤엘","total","2018-06","2018-Q2","2262216","2442358120","92424.05"
"tnl","티앤엘","total","2018-07","2018-Q3","1665526","1849923427","63551.04"
"tnl","티앤엘","total","2018-08","2018-Q3","3261568","3631367436","91770.53"
"tnl","티앤엘","total","2018-09","2018-Q3","1232112","1367108346","62693.8"
"tnl","티앤엘","total","2018-10","2018-Q4","3080488","3447828761","99969.42"
"tnl","티앤엘","total","2018-11","2018-Q4","2688047","3010281524","186441.242"
"tnl","티앤엘","total","2018-12","2018-Q4","4826046","5366798689","122358.304"
"tnl","티앤엘","total","2019-01","2019-Q1","829753","921687473","43859.425"
"tnl","티앤엘","total","2019-02","2019-Q1","1729692","1920431421","32781.29"
"tnl","티앤엘","total","2019-03","2019-Q1","2766597","3092297923","85191.89"
"tnl","티앤엘","total","2019-04","2019-Q2","1779785","2006883299","81669.3"
"tnl","티앤엘","total","2019-05","2019-Q2","3517609","4102985582","83172.2"
"tnl","티앤엘","total","2019-06","2019-Q2","2635687","3083564043","75903.37"
"tnl","티앤엘","total","2019-07","2019-Q3","1720635","1992444668","73176.65"
"tnl","티앤엘","total","2019-08","2019-Q3","2269427","2719528414","42924.06"
"tnl","티앤엘","total","2019-09","2019-Q3","1980968","2357318834","78483.9"
"tnl","티앤엘","total","2019-10","2019-Q4","3268845","3851804159","95192.74"
"tnl","티앤엘","total","2019-11","2019-Q4","2101485","2425232566","101863.96"
"tnl","티앤엘","total","2019-12","2019-Q4","2951130","3458831514","86042.86"
"tnl","티앤엘","total","2020-01","2020-Q1","1096495","1262514487","27212.96"
"tnl","티앤엘","total","2020-02","2020-Q1","2392480","2807357649","90096.4"
"tnl","티앤엘","total","2020-03","2020-Q1","2605442","3149688710","99490.6"
"tnl","티앤엘","total","2020-04","2020-Q2","2042868","2474587329","88630.92"
"tnl","티앤엘","total","2020-05","2020-Q2","3228477","3920459412","119080.22"
"tnl","티앤엘","total","2020-06","2020-Q2","2295478","2756985998","70408.63"
"tnl","티앤엘","total","2020-07","2020-Q3","3240343","3865257129","70695"
"tnl","티앤엘","total","2020-08","2020-Q3","2031463","2386127412","35566.89"
"tnl","티앤엘","total","2020-09","2020-Q3","918381","1078279280","9058.23"
"tnl","티앤엘","total","2020-10","2020-Q4","3484327","3968317465","76046.51"
"tnl","티앤엘","total","2020-11","2020-Q4","3755298","4168350714","103845.96"
"tnl","티앤엘","total","2020-12","2020-Q4","4782192","5170311787","185869.24"
"tnl","티앤엘","total","2021-01","2021-Q1","2432076","2633585469","44900.12"
"tnl","티앤엘","total","2021-02","2021-Q1","2905021","3189292864","60848.82"
"tnl","티앤엘","total","2021-03","2021-Q1","4145093","4617435195","75368.66"
"tnl","티앤엘","total","2021-04","2021-Q2","5874125","6533334313","93987.515"
"tnl","티앤엘","total","2021-05","2021-Q2","2896468","3220694235","37678.96"
"tnl","티앤엘","total","2021-06","2021-Q2","5248425","5810756568","60196.44"
"tnl","티앤엘","total","2021-07","2021-Q3","6065868","6863188205","126191.26"
"tnl","티앤엘","total","2021-08","2021-Q3","4117133","4713839648","51799.75"
"tnl","티앤엘","total","2021-09","2021-Q3","4902988","5674725522","55791.455"
"tnl","티앤엘","total","2021-10","2021-Q4","4835351","5680030210","84817.56"
"tnl","티앤엘","total","2021-11","2021-Q4","4700087","5493445524","83754.15"
"tnl","티앤엘","total","2021-12","2021-Q4","4395797","5148616044","67741.35"
"tnl","티앤엘","total","2022-01","2022-Q1","2507021","2956481186","44818.08"
"tnl","티앤엘","total","2022-02","2022-Q1","1997512","2371728907","67958.83"
"tnl","티앤엘","total","2022-03","2022-Q1","5034650","6064862535","83627.16"
"tnl","티앤엘","total","2022-04","2022-Q2","3615265","4391336706","87833.4"
"tnl","티앤엘","total","2022-05","2022-Q2","5138729","6462490440","92698.486"
"tnl","티앤엘","total","2022-06","2022-Q2","5640399","7077999716","102047.989"
"tnl","티앤엘","total","2022-07","2022-Q3","3988779","5148159924","97391.795"
"tnl","티앤엘","total","2022-08","2022-Q3","3482584","4509128819","31183.6"
"tnl","티앤엘","total","2022-09","2022-Q3","6217361","8464855956","136519.15"
"tnl","티앤엘","total","2022-10","2022-Q4","3567811","5087813199","104242.51"
"tnl","티앤엘","total","2022-11","2022-Q4","4635882","6400811803","73175.69"
"tnl","티앤엘","total","2022-12","2022-Q4","5902996","7745477109","83089.6"
"tnl","티앤엘","total","2023-01","2023-Q1","3474396","4353511445","63329.239"
"tnl","티앤엘","total","2023-02","2023-Q1","6109530","7655305054","92808.86"
"tnl","티앤엘","total","2023-03","2023-Q1","8311601","10880439804","141773.861"
"tnl","티앤엘","total","2023-04","2023-Q2","6842734","8974159791","87295.5"
"tnl","티앤엘","total","2023-05","2023-Q2","8299010","11051755486","159674.066"
"tnl","티앤엘","total","2023-06","2023-Q2","8194016","10629161295","128622.856"
"tnl","티앤엘","total","2023-07","2023-Q3","8051464","10385672823","116988.49"
"tnl","티앤엘","total","2023-08","2023-Q3","5785939","7610399908","82988.922"
"tnl","티앤엘","total","2023-09","2023-Q3","4602265","6105217382","101362.29"
"tnl","티앤엘","total","2023-10","2023-Q4","4094997","5517089747","63060.475"
"tnl","티앤엘","total","2023-11","2023-Q4","5367046","7117212207","64104.302"
"tnl","티앤엘","total","2023-12","2023-Q4","2502327","3260937383","115249.826"
"tnl","티앤엘","total","2024-01","2024-Q1","4087981","5367522013","42406.311"
"tnl","티앤엘","total","2024-02","2024-Q1","5863029","7817609859","70118.251"
"tnl","티앤엘","total","2024-03","2024-Q1","8353346","11085289213","112321.342"
"tnl","티앤엘","total","2024-04","2024-Q2","10998081","15009808640","126157.46"
"tnl","티앤엘","total","2024-05","2024-Q2","10060293","13772589059","139569.66"
"tnl","티앤엘","total","2024-06","2024-Q2","11893168","16363856037","160757.647"
"tnl","티앤엘","total","2024-07","2024-Q3","12523172","17332147587","145780.598"
"tnl","티앤엘","total","2024-08","2024-Q3","9823118","13422953765","128250.096"
"tnl","티앤엘","total","2024-09","2024-Q3","10685774","14263080685","129392.803"
"tnl","티앤엘","total","2024-10","2024-Q4","10055012","13525751893","146752.985"
"tnl","티앤엘","total","2024-11","2024-Q4","6885595","9571480275","75892.108"
"tnl","티앤엘","total","2024-12","2024-Q4","7956110","11324818912","188774.971"
"tnl","티앤엘","total","2025-01","2025-Q1","14398118","21092267117","103069.612"
"tnl","티앤엘","total","2025-02","2025-Q1","8916298","12909371544","104649.146"
"tnl","티앤엘","total","2025-03","2025-Q1","7050774","10212906204","81088.01"
"tnl","티앤엘","total","2025-04","2025-Q2","10744325","15548493449","130504.952"
"tnl","티앤엘","total","2025-05","2025-Q2","5147695","7234448537","48725.299"
"tnl","티앤엘","total","2025-06","2025-Q2","6672605","9125366596","124073.184"
"tnl","티앤엘","total","2025-07","2025-Q3","12332871","16917447694","100477.102"
"tnl","티앤엘","total","2025-08","2025-Q3","4437510","6155843389","37379.341"
"tnl","티앤엘","total","2025-09","2025-Q3","7566361","10519910478","138501.612"
"tnl","티앤엘","total","2025-10","2025-Q4","7966531","11287364198","75838.508"
